# Eye Tracking Keypress Labels
# Recording started: 2025-11-03 13:22:08.341
# Sampling rate: 1000 Hz (1 sample per millisecond)
# Columns: sample_number, timestamp_ms, elapsed_ms, label
# Labels: stare, left, up, down, right, unknown, blink
# Press ESC to stop recording
# EndOfHeader
0	1762204928344.360	0.000	stare
1	1762204928345.409	1.049	stare
2	1762204928346.444	2.084	stare
3	1762204928347.492	3.132	stare
4	1762204928348.403	4.043	stare
5	1762204928349.444	5.084	stare
6	1762204928350.416	6.056	stare
7	1762204928351.474	7.114	stare
8	1762204928352.394	8.034	stare
9	1762204928353.421	9.061	stare
10	1762204928354.444	10.084	stare
11	1762204928355.463	11.103	stare
12	1762204928356.480	12.120	stare
13	1762204928357.380	13.020	stare
14	1762204928358.400	14.040	stare
15	1762204928359.425	15.065	stare
16	1762204928360.488	16.128	stare
17	1762204928361.397	17.037	stare
18	1762204928362.427	18.067	stare
19	1762204928363.464	19.104	stare
20	1762204928364.361	20.001	stare
21	1762204928365.378	21.018	stare
22	1762204928366.408	22.048	stare
23	1762204928367.449	23.089	stare
24	1762204928368.376	24.016	stare
25	1762204928369.419	25.059	stare
26	1762204928370.461	26.101	stare
27	1762204928371.377	27.017	stare
28	1762204928372.413	28.053	stare
29	1762204928373.459	29.099	stare
30	1762204928374.380	30.020	stare
31	1762204928375.436	31.076	stare
32	1762204928376.692	32.332	stare
33	1762204928377.470	33.110	stare
34	1762204928378.379	34.019	stare
35	1762204928379.424	35.064	stare
36	1762204928380.456	36.096	stare
37	1762204928381.359	36.999	stare
38	1762204928382.396	38.036	stare
39	1762204928383.450	39.090	stare
40	1762204928384.358	39.998	stare
41	1762204928385.420	41.060	stare
42	1762204928386.457	42.097	stare
43	1762204928387.361	43.001	stare
44	1762204928388.386	44.026	stare
45	1762204928389.421	45.061	stare
46	1762204928390.463	46.103	stare
47	1762204928392.223	47.863	stare
48	1762204928392.359	47.999	stare
49	1762204928393.407	49.047	stare
50	1762204928394.455	50.095	stare
51	1762204928395.375	51.015	stare
52	1762204928396.413	52.053	stare
53	1762204928397.458	53.098	stare
54	1762204928398.368	54.008	stare
55	1762204928399.411	55.051	stare
56	1762204928400.440	56.080	stare
57	1762204928401.363	57.003	stare
58	1762204928402.408	58.048	stare
59	1762204928403.468	59.108	stare
60	1762204928404.380	60.020	stare
61	1762204928405.427	61.067	stare
62	1762204928406.468	62.108	stare
63	1762204928407.387	63.027	stare
64	1762204928408.424	64.064	stare
65	1762204928409.468	65.108	stare
66	1762204928410.381	66.021	stare
67	1762204928411.431	67.071	stare
68	1762204928412.476	68.116	stare
69	1762204928413.399	69.039	stare
70	1762204928414.450	70.090	stare
71	1762204928415.378	71.018	stare
72	1762204928416.413	72.053	stare
73	1762204928417.444	73.084	stare
74	1762204928418.366	74.006	stare
75	1762204928419.423	75.063	stare
76	1762204928420.477	76.117	stare
77	1762204928421.403	77.043	stare
78	1762204928422.458	78.098	stare
79	1762204928423.389	79.029	stare
80	1762204928424.448	80.088	stare
81	1762204928425.477	81.117	stare
82	1762204928426.391	82.031	stare
83	1762204928427.448	83.088	stare
84	1762204928428.374	84.014	stare
85	1762204928429.436	85.076	stare
86	1762204928430.364	86.004	stare
87	1762204928431.417	87.057	stare
88	1762204928432.479	88.119	stare
89	1762204928433.384	89.024	stare
90	1762204928434.423	90.063	stare
91	1762204928435.482	91.122	stare
92	1762204928436.410	92.050	stare
93	1762204928437.462	93.102	stare
94	1762204928438.388	94.028	stare
95	1762204928439.446	95.086	stare
96	1762204928440.372	96.012	stare
97	1762204928441.409	97.049	stare
98	1762204928442.452	98.092	stare
99	1762204928443.376	99.016	stare
100	1762204928444.434	100.074	stare
101	1762204928445.353	100.993	stare
102	1762204928446.416	102.056	stare
103	1762204928447.359	102.999	stare
104	1762204928448.420	104.060	stare
